OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
57,060080,"HOSPITAL ""FUNDACIÓN SAN JUAN DE DIOS DE EXTREMADURA""","PASEO DE LA PIEDAD, 5",924670017,924670018,924662805,060114,Almendralejo,06,BADAJOZ,11,EXTREMADURA,06200,105,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,almendralejosjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.40527299999997,38.6805420000001,PointAddress
58,060093,HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA,"CTRA. DON BENITO-VILLANUEVA DE LA SERENA, KM. 3",924386800,,924386801,060444,Don Benito,06,BADAJOZ,11,EXTREMADURA,06400,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060253,N,N,N,,N,ricardo.sanchez@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.82715002199996,38.9637099400001,POI
59,060114,HOSPITAL GENERAL DE LLERENA,"AVDA. BADAJOZ, 1",924877000,,924870926,060747,Llerena,06,BADAJOZ,11,EXTREMADURA,06900,0,1,GENERAL,1,SEGURIDAD SOCIAL,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060219,N,N,N,,N,gerente.llerena@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.01344522999995,38.2429309440001,Manual
60,060129,HOSPITAL DE MÉRIDA,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",924381000,924381002,924381012,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060264,N,N,N,,N,julian.garciam@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.36353299299998,38.912245028,Manual
61,060135,CENTRO SOCIOSANITARIO DE MÉRIDA,"CTRA. VALVERDE-MÉRIDA, KM. 2",924388081,,924388083,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,270,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,15,COMUNIDAD AUTÓNOMA,S,N,N,,N,N,N,,N,csanitario.merida@gobex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.30998002999996,38.9225207170001,Manual
62,060140,HOSPITAL QUIRÓNSALUD SANTA JUSTA,"CONCEPCIÓN, 24",924840746,,924847505,061535,Villanueva de la Serena,06,BADAJOZ,11,EXTREMADURA,06700,29,2,QUIRÚRGICO,8,MUNICIPIO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,serena@quironsalud.es,0,0,0,0,0,0,0,0,0,0,2,0,0,-5.79537839099993,38.9733629360001,StreetAddress
63,060172,HOSPITAL QUIRONSALUD CLIDEBA,"ELADIO SALINERO DE LOS SANTOS, 6",924229050,,924257859,060153,Badajoz,06,BADAJOZ,11,EXTREMADURA,06011,73,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,clideba@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-6.99052779699997,38.871242298,PointAddress
64,060188,HOSPITAL PARQUE VIA DE LA PLATA,"CTRA. DE LOS SANTOS, S/N",924552755,,924555388,061588,Zafra,06,BADAJOZ,11,EXTREMADURA,06300,9,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,0,1,0,0,0,0,0,0,0,0,1,1,0,-6.41131180099995,38.42472244,StreetName
65,060208,HOSPITAL DE ZAFRA,"CRTA. BADAJOZ-GRANADA, S/N",924029200,,942029320,061588,Zafra,06,BADAJOZ,11,EXTREMADURA,06300,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060219,N,N,N,,N,gerente.llerena@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.42190768899997,38.430433522,Manual
66,060219,COMPLEJO HOSPITALARIO LLERENA-ZAFRA,"AVDA. BADAJOZ, 1",924877000,,924870926,060747,Llerena,06,BADAJOZ,11,EXTREMADURA,06900,227,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.llerena@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,18,-6.01289591399996,38.2435983080001,PointAddress
67,060220,HOSPITAL PERPETUO SOCORRO,"AVDA. DAMIÁN TÉLLEZ LAFUENTE, S/N",924215000,,924215024,060153,Badajoz,06,BADAJOZ,11,EXTREMADURA,06010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,060016,N,N,S,,N,submed.hpshmi@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.97129734699996,38.862686169,StreetName
68,060231,HOSPITAL SIBERIA-SERENA,CRTRA TALARRUBIAS-AGUDO KM2,924648100,,924648111,061279,Talarrubias,06,BADAJOZ,11,EXTREMADURA,06640,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,060253,N,N,N,,N,tatiana.santiago@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.22370053299994,39.03111311,Manual
69,060242,HOSPITAL TIERRA DE BARROS,"CRTA. NAL 630, KM 654,300",924699200,,924699214,060114,Almendralejo,06,BADAJOZ,11,EXTREMADURA,06200,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,060264,N,N,N,,N,julian.garciam@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37678293099998,38.6557946520001,Manual
70,060253,COMPLEJO H. DON BENITO-VVA DE LA SERENA,"AVDA. ALONSO MARTÍN, 8",924382800,924386806,924386801,060444,Don Benito,06,BADAJOZ,11,EXTREMADURA,06400,320,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.donbenito@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,0,-5.82737233199992,38.9631435920001,Manual
71,060264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",924381000,,924381012,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,381,1,GENERAL,9,ENTIDADES PÚBLICAS,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,julian.garciam@salud-juntaex.es,3,1,0,1,0,1,0,1,0,0,2,1,0,-6.35905260999994,38.912498989,StreetAddress
72,060275,CASAVERDE. CENTRO DE REHABILITACIÓN NEUROLÓGICO DE EXTREMADURA,"AVDA. ADOLFO SUÁREZ GONZÁLEZ, 56",924380330,,924577213,060830,Mérida,06,BADAJOZ,11,EXTREMADURA,06800,100,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,direccion.merida@grupocasaverde.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.37170538399994,38.910846694,StreetName
73,060286,CLÍNICA EXTREMEÑA DE SALUD,FEDERICO MAYOR ZARAGOZA S/N,924211818,,924270888,060153,Badajoz,06,BADAJOZ,11,EXTREMADURA,06006,20,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,,1,1,0,0,0,0,0,0,0,0,1,1,0,-6.99887138699995,38.890250571,StreetName
74,060297,HOSPITAL PARQUE VEGAS ALTAS,AVDA. MADRID 12,924805050,,924812690,060444,Don Benito,06,BADAJOZ,11,EXTREMADURA,06400,21,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,1,0,-5.85651091899996,38.963340514,PointAddress
75,070048,HOSPITAL GENERAL DE MALLORCA,"PZA DEL HOSPITAL, 3",871205000,,971212383,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,100,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64707371700007,39.574279549,StreetAddress
76,070051,HOSPITAL PSIQUIÀTRIC,"CAMÍ DE JESÚS, 40",871205000,,971212383,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07010,168,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62975402500007,39.5955697570001,PointAddress
77,070064,CLÍNICA MUTUA BALEAR,"BISBE CAMPINS, 4",971213400,971213419,971715858,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,40,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,S,,S,rmunyoz@mutuabalear.es,1,1,0,0,0,0,0,0,0,0,0,0,0,2.64645796300005,39.5751854380001,PointAddress
78,070070,HOSPITAL DE LA CRUZ ROJA ESPAÑOLA,"PONS Y GALLARZA, 90",971751445,,971761101,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07004,73,12,MÉDICO-QUIRÚRGICO,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,S,tacaji@cruzroja.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66033500000003,39.5882063240001,Postal
79,070086,HOSPITAL SANT JOAN DE DEU,"SANT JOAN DE DÉU, 7",971265854,,971269308,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07007,200,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,vlj@ohsjd.es,1,1,0,0,0,0,0,0,0,0,1,0,0,2.69857244700006,39.547112616,PointAddress
80,070099,CLÍNICA ROTGER,"SANTIAGO RUSIÑOL, 9",971448500,,971722704,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07012,186,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,bartolome.crespi@quironsalud.es,1,2,1,1,1,1,0,0,1,1,1,1,0,2.64690199100005,39.5757506890001,PointAddress
81,070110,CLINICA JUANEDA,"COMPANY, 30",971221257,,971221297,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07014,196,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mariajose.sabariego@clinicajuaneda.es,1,1,0,1,1,0,0,0,0,0,1,1,0,2.62792847600002,39.5763787020001,StreetAddressExt
82,070131,POLICLÍNICA MIRAMAR,"CAMINO DE LA VILETA, 30",971767000,,971767379,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07011,206,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jose.crespi@juaneda.es,1,2,1,1,1,1,0,1,0,0,1,1,29,2.63040238600007,39.583598678,PointAddress
83,070162,HOSPITAL JOAN MARCH,CTRA. PALMA-SÓLLER KM. 12,871202000,871202468,871202497,070103,Bunyola,07,ILLES BALEARS,04,ILLES BALEARS,07110,106,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,15,COMUNIDAD AUTÓNOMA,S,N,N,,N,N,N,,S,jaime.ripoll@hsll.es/smoreno@hsll.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68859236300005,39.6790908450001,Manual
84,070184,HOSPITAL CAN MISSES,"CORONA, S/N",971397000,,971397121,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,245,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,amatilla@asef.es,1,1,0,0,0,0,0,0,0,0,2,1,34,1.41858425400005,38.9165045990001,Manual
85,070197,HOSPITAL RESIDENCIA ASISTIDA CAS SERRES,"COSME VIDAL LLASER, 27. BARRIO CAS SERRES",971392960,971195650,971392999,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,5,16,OTRA FINALIDAD,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,matur@conselldeivissa.es,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41240417100005,38.9016802350001,PointAddress
86,070201,"POLICLÍNICA NUESTRA SEÑORA DEL ROSARIO, S.A.","VÍA ROMANA, S/N",971301916,,971301756,070260,Eivissa,07,ILLES BALEARS,04,ILLES BALEARS,07800,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,rrhh2@grupopoliclinica.es,1,1,0,1,1,0,0,0,0,0,1,1,0,1.42834415100003,38.906784676,StreetName
87,070244,CLÍNICA JUANEDA MENORCA,"CANONGE MOLL, S/N",971480505,,971480506,070159,Ciutadella de Menorca,07,ILLES BALEARS,04,ILLES BALEARS,07760,41,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,jluis.bosch@juaneda.es,1,1,0,0,0,0,0,0,0,0,1,1,0,3.84159790500007,40.0050092970001,StreetName
88,070260,HOSPITAL GENERAL DE MURO,"VELER, 1. PLAYA DE MURO",971891900,,971892495,070393,Muro,07,ILLES BALEARS,04,ILLES BALEARS,07458,85,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,miquel.torrens@juaneda.es,1,1,0,0,0,0,0,0,0,0,1,1,0,3.10810000000004,39.809001569,Postal
89,070295,CLINICA JUANEDA MAHON,"AV. VIVES LLULL, 6",971351115,,971369163,070321,Maó-Mahón,07,ILLES BALEARS,04,ILLES BALEARS,07703,18,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,jluis.bosch@juaneda.es,1,0,0,0,0,0,0,0,0,0,1,0,0,4.25629274100004,39.885291253,StreetAddress
90,070309,HOSPITAL MANACOR,"CRTA. MANACOR-ALCUDIA, S/N",971847000,,971847010,070337,Manacor,07,ILLES BALEARS,04,ILLES BALEARS,07500,224,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,gerenciafhm@hmanacor.org,1,0,0,0,0,0,0,0,0,0,1,0,13,3.20766748900007,39.578673241,Manual
91,070333,HOSPITAL SON LLATZER,"CTRA. MANACOR, KM.4",871202000,,871202027,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07198,419,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,S,,N,jaime.ripoll@hsll.es,2,1,0,0,1,0,0,0,0,0,2,1,21,2.70344797500007,39.57344018,Manual
92,070344,HOSPITAL QUIRÓNSALUD PALMAPLANAS,"CAMÍ DELS REIS, 308",971918000,,971918012,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07010,169,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.pln@palmaplanas.com,1,2,0,1,1,1,0,0,0,0,1,1,0,2.64240311100002,39.5977609280001,PointAddress
93,070366,HOSPITAL DE FORMENTERA,"VENDA DES BROLLS, S/N",971321212,971397000,971321280,070244,Formentera,07,ILLES BALEARS,04,ILLES BALEARS,07860,12,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,N,N,N,,N,N,N,,N,asanzi@asef.es,1,0,0,0,0,0,0,0,0,0,1,0,0,1.43492994300004,38.7071444600001,Manual
94,070377,HOSPITAL COMARCAL D'INCA,"CRTRA VELLA DE LLUBI, S/N",971888514,971888515,971888584,070276,Inca,07,ILLES BALEARS,04,ILLES BALEARS,07300,165,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,antoni.colombas@hcin.es,1,1,0,0,0,0,0,0,0,0,1,0,15,2.92139715100006,39.715851582,Manual
95,070388,HOSPITAL MATEU ORFILA,"RONDA MALBÚGER, 1",971487000,,971487011,070321,Maó-Mahón,07,ILLES BALEARS,04,ILLES BALEARS,07703,142,1,GENERAL,6,COMUNIDAD AUTÓNOMA,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,N,,N,gerencia@hgmo.es,1,1,0,0,0,0,0,0,0,0,1,1,23,4.25253375800003,39.8811165270001,Manual
96,070399,HOSPITAL UNIVERSITARI SON ESPASES,"CARRETERA VALDEMOSSA, 79",871205000,,871205500,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07120,839,1,GENERAL,1,SEGURIDAD SOCIAL,33,SERVEI DE SALUT DE LES ILLES BALEARS- IB-SALUT,S,N,N,,N,N,S,,N,benigno.marin@ssib.es,4,3,4,3,2,1,0,3,0,1,2,1,36,2.64475505300004,39.607233159,Manual
97,070412,HOSPITAL DE LLEVANT,"ESCAMARLÁ, 6  (PORTO CRISTO)",971822400,,971822020,070337,Manacor,07,ILLES BALEARS,04,ILLES BALEARS,07680,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,msoteras@hllevant.com,1,1,0,0,0,0,0,0,0,0,1,1,10,3.33389411300004,39.5414154270001,PointAddress
98,070423,HOSPITAL CLINIC BALEAR,PASEO  ARBREDA  S/N,971443030,,971440431,070316,Llucmajor,07,ILLES BALEARS,04,ILLES BALEARS,07609,34,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,hosrec.bal@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,0,0,2.73992269800004,39.4910224280001,StreetName
99,070434,CLÍNICA LUZ DE PALMA,"C/CAMILO JOSÉ CELA, 20",971599167,610212671,,070407,Palma de Mallorca,07,ILLES BALEARS,04,ILLES BALEARS,07014,38,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mateo@clincaluz.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62426886100008,39.5671174570001,PointAddress
100,080044,"HOSPITAL CLÍNIC DE BARCELONA, SEU SABINO DE ARANA","CR SABINO DE ARANA, 1",932275600,932275600,932275605,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08028,130,5,MATERNO-INFANTIL,7,DIPUTACIÓN O CABILDO,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12662840300004,41.385470302,PointAddress
101,080057,HOSPITAL DEL MAR.,"PS MARÍTIM DE LA BARCELONETA, 25",932483000,932483000,932483254,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08003,470,1,GENERAL,8,MUNICIPIO,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,jvarela@imas.imim.es,1,2,2,0,2,0,0,0,0,0,2,1,27,2.19475872400005,41.3833545360001,PointAddress
102,080060,HOSPITAL DE L'ESPERANÇA.,"AV SANT JOSEP DE LA MUNTANYA, 12",933674100,933674100,932190003,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,161,1,GENERAL,8,MUNICIPIO,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,jvalera@imas.imim.es,3,0,0,0,0,0,1,2,0,0,2,2,0,2.15434853400006,41.4109659390001,PointAddress
103,080109,HOSPITAL CLÍNIC DE BARCELONA,"CR VILLARROEL, 170",932275400,932275400,932275454,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08036,844,1,GENERAL,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,asalgot@medicina.ub.es,2,2,3,5,0,0,0,2,0,0,0,1,0,2.15150438000006,41.389418117,Manual
104,080116,HOSPITAL FREMAP BARCELONA,"CR MADRAZO, 8",934169100,934169100,934160214,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,62,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,admision_barcelona@fremap.es,1,1,0,0,0,0,0,0,0,0,0,0,0,2.15046879600004,41.401397074,PointAddress
105,080137,CENTRE DE PREVENCIÓ I REHABILITACIÓ ASEPEYO,"AV ALCALDE BARNILS, 54-60",935653900,935653900,,082055,Sant Cugat del Vallès,08,BARCELONA,09,CATALUÑA,08174,138,1,GENERAL,1,SEGURIDAD SOCIAL,19,MATEP,N,N,N,,N,N,N,,N,asepeyo@asepeyo.es,1,2,0,0,0,0,0,0,0,0,0,0,0,2.07632056200003,41.491741846,StreetAddressExt
106,080142,CLÍNICA MC COPÈRNIC,"CR COPÈRNIC, 58",934141992,934141992,932000694,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,60,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,info@mc-mutual.com,0,1,0,0,0,0,0,0,0,0,0,0,0,2.14118014100006,41.4011298300001,PointAddress
107,080155,CLÍNICA MC LONDRES,"CR LONDRES, 28-38",934577200,934577200,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08029,22,1,GENERAL,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,info@mc-mutual.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14527532900007,41.3892897910001,PointAddress
108,080168,HOSPITAL EGARSAT SANT HONORAT,"AV TIBIDABO, 20",932127000,932127000,934186478,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,14,1,GENERAL,1,SEGURIDAD SOCIAL,19,MATEP,N,N,N,,N,N,S,,N,egarsat@egarsat.es,0,1,0,0,0,0,0,0,0,0,0,0,0,2.13609127700005,41.4122081890001,Manual
109,080174,HOSPITAL DOS DE MAIG,"CR DOS DE MAIG, 301",935072700,935072700,934369026,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08025,229,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),18,OTROS PÚBLICOS,S,N,N,,N,N,S,,Xhup,gerencia.bcn@consorcicreuroja.es,1,1,0,0,0,0,0,0,0,0,0,0,0,2.17709880600006,41.410727707,PointAddress
110,080180,HOSPITAL EL PILAR,"CR BALMES, 271",932360500,932360500,,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08006,186,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,silvia.altisen@quironsalud.es,1,2,0,1,0,0,0,0,0,0,2,1,0,2.14852929600005,41.400491951,PointAddress
111,080214,HOSPITAL SANT RAFAEL,"PS VALL D'HEBRON, 107",932112508,932112508,934188448,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,213,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,Xhup,hsrafael@comb.es,0,1,0,0,0,0,0,0,0,0,0,0,0,2.14243667300002,41.425661242,PointAddress
112,080229,CLÍNICA NOSTRA SENYORA DEL REMEI,"CR ESCORIAL, 148",932850010,932850010,932191083,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,134,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,clinica.remedio@irsjg.org,1,0,0,0,1,1,0,0,0,0,0,0,0,2.15929057100004,41.409541006,PointAddress
113,080235,CLÍNICA SAGRADA FAMÍLIA,"CR TORRAS  I  PUJALT, 1",932122300,932122300,932124050,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08022,150,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@clinicasagradafamilia.com,2,3,0,1,1,4,0,0,0,0,1,2,0,2.13479069100003,41.400656612,PointAddress
114,080253,HOSPITAL MARE DE DÉU DE LA MERCÈ,"PS UNIVERSAL, 34",934275250,934275250,934271078,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08042,113,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,administracion@hhscjmerced.com,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16159396400008,41.43757808,PointAddress
115,080266,CLÍNICA  SOLARIUM,"CR TICIÀ ., 21",934172007,934172007,934177006,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08035,44,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13810024500003,41.417287984,PointAddress
116,080291,HOSPITAL DE LA SANTA CREU I SANT PAU,"CR SANT QUINTÍ, 89",935537160,932919000,932919427,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08041,644,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,S,N,N,,N,N,S,,Xhup,gerenciafgs@santpau.cat,4,3,3,3,2,0,2,3,0,1,4,1,0,2.17587942700004,41.415131882,PointAddress
117,080312,NOU HOSPITAL EVANGÈLIC,"CR CAMÈLIES, 15",932859955,932859955,932194026,080193,Barcelona,08,BARCELONA,09,CATALUÑA,08024,116,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,N,N,N,,N,N,S,,N,ablanco@nouhospitalevangelic.com,0,0,0,0,0,0,0,0,0,0,1,0,0,2.15893362600002,41.4110174670001,PointAddress
